,Class,x1,y1,x2,y2,Frame
6,laptop,262,394,475,535,frame3646.jpg
7,laptop,723,372,764,425,frame3646.jpg
15,laptop,551,378,718,466,frame3646.jpg
17,laptop,585,424,809,698,frame3646.jpg
2,keyboard,638,566,722,675,frame3647.jpg
4,keyboard,263,458,394,530,frame3647.jpg
6,mouse,370,537,416,568,frame3647.jpg
7,cell phone,482,368,516,388,frame3647.jpg
9,laptop,262,390,475,536,frame3647.jpg
11,laptop,723,371,767,426,frame3647.jpg
17,laptop,551,378,718,466,frame3647.jpg
18,laptop,585,424,809,698,frame3647.jpg
2,keyboard,638,566,722,674,frame3648.jpg
4,keyboard,263,459,394,530,frame3648.jpg
6,mouse,370,536,416,568,frame3648.jpg
7,cell phone,482,368,516,388,frame3648.jpg
9,laptop,262,391,476,536,frame3648.jpg
12,laptop,724,371,768,426,frame3648.jpg
17,laptop,551,378,718,466,frame3648.jpg
18,laptop,586,424,808,698,frame3648.jpg
5,keyboard,637,566,722,675,frame3649.jpg
6,keyboard,264,458,394,530,frame3649.jpg
7,mouse,370,536,416,568,frame3649.jpg
8,cell phone,481,368,516,388,frame3649.jpg
10,laptop,262,387,476,536,frame3649.jpg
12,laptop,723,371,767,426,frame3649.jpg
18,laptop,551,378,718,466,frame3649.jpg
19,laptop,586,424,808,698,frame3649.jpg
3,keyboard,638,566,722,675,frame3650.jpg
5,keyboard,263,459,394,530,frame3650.jpg
6,cell phone,482,368,516,388,frame3650.jpg
7,mouse,370,536,416,568,frame3650.jpg
8,laptop,262,394,475,536,frame3650.jpg
10,laptop,723,372,764,424,frame3650.jpg
17,laptop,551,378,718,466,frame3650.jpg
18,laptop,586,424,808,698,frame3650.jpg
3,keyboard,638,566,722,675,frame3651.jpg
5,keyboard,262,459,394,530,frame3651.jpg
6,cell phone,482,368,515,388,frame3651.jpg
7,mouse,370,536,417,568,frame3651.jpg
8,laptop,723,371,759,424,frame3651.jpg
9,laptop,262,392,476,538,frame3651.jpg
17,laptop,551,378,718,466,frame3651.jpg
18,laptop,586,424,808,698,frame3651.jpg
2,keyboard,638,566,722,675,frame3652.jpg
5,keyboard,262,460,394,530,frame3652.jpg
6,cell phone,482,368,516,388,frame3652.jpg
7,laptop,723,371,758,424,frame3652.jpg
8,mouse,370,536,416,568,frame3652.jpg
9,laptop,258,390,476,538,frame3652.jpg
17,laptop,552,379,718,466,frame3652.jpg
18,laptop,586,424,808,698,frame3652.jpg
0,cell phone,613,236,651,291,frame3653.jpg
4,keyboard,638,566,722,675,frame3653.jpg
6,keyboard,262,459,394,530,frame3653.jpg
7,cell phone,482,369,514,388,frame3653.jpg
8,laptop,724,371,758,425,frame3653.jpg
9,mouse,370,536,416,568,frame3653.jpg
10,laptop,261,392,476,537,frame3653.jpg
18,laptop,551,379,719,466,frame3653.jpg
19,laptop,585,424,808,698,frame3653.jpg
2,keyboard,638,566,722,674,frame3654.jpg
4,keyboard,262,459,395,529,frame3654.jpg
5,cell phone,482,369,515,389,frame3654.jpg
7,mouse,370,536,416,568,frame3654.jpg
8,laptop,260,388,476,537,frame3654.jpg
15,laptop,551,379,718,466,frame3654.jpg
17,laptop,585,424,808,698,frame3654.jpg
3,cell phone,614,236,653,293,frame3655.jpg
4,keyboard,638,566,722,675,frame3655.jpg
6,keyboard,262,459,394,530,frame3655.jpg
8,cell phone,482,369,516,389,frame3655.jpg
9,laptop,722,371,758,425,frame3655.jpg
10,mouse,370,536,416,568,frame3655.jpg
11,laptop,259,388,478,537,frame3655.jpg
19,laptop,551,379,718,466,frame3655.jpg
20,laptop,586,424,808,698,frame3655.jpg
2,keyboard,638,566,722,675,frame3656.jpg
3,keyboard,262,460,394,529,frame3656.jpg
4,cell phone,616,236,656,296,frame3656.jpg
6,cell phone,481,369,514,388,frame3656.jpg
8,mouse,370,536,416,568,frame3656.jpg
9,laptop,258,386,477,537,frame3656.jpg
17,laptop,551,379,719,466,frame3656.jpg
18,laptop,586,424,808,698,frame3656.jpg
2,keyboard,638,566,722,676,frame3657.jpg
3,keyboard,262,460,394,530,frame3657.jpg
4,cell phone,616,235,660,298,frame3657.jpg
6,mouse,370,536,416,568,frame3657.jpg
7,cell phone,478,370,516,389,frame3657.jpg
9,laptop,258,385,479,536,frame3657.jpg
17,laptop,551,379,719,466,frame3657.jpg
18,laptop,584,423,808,698,frame3657.jpg
1,cell phone,620,238,660,297,frame3658.jpg
3,keyboard,638,566,722,675,frame3658.jpg
5,keyboard,262,460,394,530,frame3658.jpg
8,mouse,370,536,416,568,frame3658.jpg
10,laptop,256,392,481,540,frame3658.jpg
17,laptop,551,379,719,466,frame3658.jpg
18,laptop,586,424,808,698,frame3658.jpg
1,cell phone,620,239,660,296,frame3659.jpg
3,keyboard,638,566,722,675,frame3659.jpg
5,keyboard,261,460,393,530,frame3659.jpg
7,mouse,370,536,416,568,frame3659.jpg
9,laptop,254,392,480,540,frame3659.jpg
17,laptop,552,379,718,467,frame3659.jpg
18,laptop,586,425,808,698,frame3659.jpg
1,cell phone,618,239,657,295,frame3660.jpg
3,keyboard,637,566,722,676,frame3660.jpg
4,book,334,389,479,458,frame3660.jpg
6,keyboard,262,460,394,530,frame3660.jpg
9,mouse,370,537,416,567,frame3660.jpg
10,laptop,259,392,475,537,frame3660.jpg
18,laptop,551,379,719,466,frame3660.jpg
19,laptop,585,425,809,698,frame3660.jpg
2,book,336,389,480,457,frame3661.jpg
3,keyboard,637,566,722,675,frame3661.jpg
4,cell phone,616,235,656,294,frame3661.jpg
5,keyboard,262,461,394,530,frame3661.jpg
9,mouse,370,536,416,568,frame3661.jpg
11,laptop,256,390,476,540,frame3661.jpg
16,laptop,552,380,718,466,frame3661.jpg
19,laptop,586,424,808,698,frame3661.jpg
0,cell phone,616,242,652,296,frame3662.jpg
3,keyboard,638,566,722,674,frame3662.jpg
4,keyboard,261,460,393,530,frame3662.jpg
8,mouse,370,536,416,568,frame3662.jpg
10,laptop,258,390,476,538,frame3662.jpg
15,laptop,551,379,719,466,frame3662.jpg
18,laptop,585,424,809,698,frame3662.jpg
1,cell phone,611,232,644,258,frame3663.jpg
3,keyboard,638,566,722,675,frame3663.jpg
5,keyboard,262,460,392,530,frame3663.jpg
8,mouse,370,536,416,568,frame3663.jpg
10,laptop,259,390,476,538,frame3663.jpg
16,laptop,552,379,718,466,frame3663.jpg
18,laptop,584,424,808,698,frame3663.jpg
2,keyboard,637,566,721,672,frame3664.jpg
4,keyboard,261,459,392,530,frame3664.jpg
6,laptop,722,370,758,425,frame3664.jpg
8,mouse,370,536,416,568,frame3664.jpg
10,laptop,259,389,476,538,frame3664.jpg
15,laptop,552,378,718,466,frame3664.jpg
18,laptop,586,424,808,698,frame3664.jpg
1,laptop,337,390,462,442,frame3665.jpg
2,keyboard,638,566,722,675,frame3665.jpg
4,keyboard,261,459,393,530,frame3665.jpg
6,mouse,370,536,416,568,frame3665.jpg
10,laptop,258,388,478,540,frame3665.jpg
14,laptop,552,378,718,466,frame3665.jpg
17,laptop,586,424,808,698,frame3665.jpg
2,keyboard,638,566,722,675,frame3666.jpg
3,keyboard,262,460,393,529,frame3666.jpg
4,mouse,370,536,416,568,frame3666.jpg
9,laptop,258,388,478,540,frame3666.jpg
13,laptop,552,379,718,466,frame3666.jpg
16,laptop,585,424,808,698,frame3666.jpg
0,laptop,4,402,48,475,frame3667.jpg
3,keyboard,638,566,722,675,frame3667.jpg
4,keyboard,261,460,394,529,frame3667.jpg
6,mouse,370,536,416,568,frame3667.jpg
10,laptop,258,387,481,539,frame3667.jpg
15,laptop,551,378,718,466,frame3667.jpg
17,laptop,586,424,808,698,frame3667.jpg
1,laptop,5,404,48,476,frame3668.jpg
3,keyboard,262,460,394,529,frame3668.jpg
4,keyboard,638,566,722,675,frame3668.jpg
6,laptop,723,371,758,425,frame3668.jpg
7,mouse,370,536,416,568,frame3668.jpg
13,laptop,260,388,480,539,frame3668.jpg
16,laptop,551,378,718,466,frame3668.jpg
18,laptop,586,424,808,698,frame3668.jpg
1,keyboard,262,460,394,530,frame3669.jpg
2,keyboard,638,566,722,675,frame3669.jpg
4,laptop,723,372,757,424,frame3669.jpg
6,mouse,370,536,416,568,frame3669.jpg
10,laptop,260,386,478,536,frame3669.jpg
15,laptop,552,380,718,465,frame3669.jpg
17,laptop,585,425,809,698,frame3669.jpg
0,cell phone,612,231,640,258,frame3670.jpg
3,keyboard,261,458,394,529,frame3670.jpg
4,keyboard,638,566,722,675,frame3670.jpg
6,mouse,370,536,416,568,frame3670.jpg
10,laptop,260,389,478,538,frame3670.jpg
15,laptop,552,379,718,466,frame3670.jpg
17,laptop,585,424,809,698,frame3670.jpg
1,cell phone,615,232,641,258,frame3671.jpg
2,laptop,5,404,48,476,frame3671.jpg
4,keyboard,261,459,394,530,frame3671.jpg
5,keyboard,638,566,721,675,frame3671.jpg
7,mouse,370,536,416,568,frame3671.jpg
11,laptop,260,389,478,538,frame3671.jpg
16,laptop,552,380,718,466,frame3671.jpg
18,laptop,586,425,808,698,frame3671.jpg
1,cell phone,614,231,644,258,frame3672.jpg
4,laptop,268,342,389,384,frame3672.jpg
5,keyboard,261,458,394,530,frame3672.jpg
6,keyboard,638,566,722,676,frame3672.jpg
7,mouse,370,536,416,568,frame3672.jpg
12,laptop,260,388,476,538,frame3672.jpg
17,laptop,551,379,718,466,frame3672.jpg
19,laptop,585,424,808,698,frame3672.jpg
0,cell phone,615,230,644,257,frame3673.jpg
1,laptop,278,293,390,380,frame3673.jpg
4,keyboard,638,566,722,676,frame3673.jpg
5,keyboard,262,458,394,530,frame3673.jpg
6,mouse,370,536,416,568,frame3673.jpg
10,laptop,253,388,477,540,frame3673.jpg
15,laptop,552,380,718,466,frame3673.jpg
18,laptop,585,424,809,698,frame3673.jpg
0,book,272,304,394,380,frame3674.jpg
1,cell phone,615,230,648,258,frame3674.jpg
2,laptop,5,404,48,476,frame3674.jpg
4,keyboard,262,460,393,529,frame3674.jpg
5,keyboard,638,566,722,675,frame3674.jpg
7,mouse,370,536,416,568,frame3674.jpg
11,laptop,260,389,478,536,frame3674.jpg
16,laptop,551,379,718,466,frame3674.jpg
18,laptop,586,424,808,698,frame3674.jpg
0,laptop,5,403,48,476,frame3675.jpg
2,laptop,274,297,397,380,frame3675.jpg
4,keyboard,262,460,394,530,frame3675.jpg
5,book,274,301,396,380,frame3675.jpg
6,keyboard,638,566,722,675,frame3675.jpg
8,mouse,370,536,416,568,frame3675.jpg
12,laptop,260,389,478,536,frame3675.jpg
17,laptop,552,379,718,466,frame3675.jpg
19,laptop,585,424,808,698,frame3675.jpg
1,keyboard,262,459,394,530,frame3676.jpg
3,keyboard,638,566,722,675,frame3676.jpg
5,mouse,370,536,416,568,frame3676.jpg
7,book,285,349,408,392,frame3676.jpg
11,laptop,259,388,477,539,frame3676.jpg
16,laptop,552,379,718,466,frame3676.jpg
17,laptop,586,424,808,698,frame3676.jpg
0,laptop,301,372,422,408,frame3677.jpg
2,keyboard,262,460,393,530,frame3677.jpg
3,keyboard,638,566,722,675,frame3677.jpg
4,book,303,372,422,401,frame3677.jpg
7,mouse,370,536,416,568,frame3677.jpg
12,laptop,260,387,478,536,frame3677.jpg
18,laptop,552,379,718,466,frame3677.jpg
19,laptop,586,424,808,698,frame3677.jpg
1,keyboard,638,566,722,675,frame3678.jpg
2,book,307,375,420,417,frame3678.jpg
3,keyboard,262,460,394,530,frame3678.jpg
5,laptop,307,376,418,417,frame3678.jpg
6,mouse,370,536,416,568,frame3678.jpg
12,laptop,260,388,478,538,frame3678.jpg
18,laptop,552,379,718,466,frame3678.jpg
19,laptop,586,424,809,698,frame3678.jpg
1,keyboard,262,460,394,530,frame3679.jpg
2,keyboard,638,566,722,675,frame3679.jpg
4,laptop,294,378,420,427,frame3679.jpg
5,laptop,723,371,757,425,frame3679.jpg
7,mouse,370,536,416,568,frame3679.jpg
13,laptop,261,387,478,537,frame3679.jpg
18,laptop,552,378,718,466,frame3679.jpg
19,laptop,586,424,808,698,frame3679.jpg
0,laptop,295,376,423,434,frame3680.jpg
2,keyboard,638,566,722,675,frame3680.jpg
3,keyboard,262,460,393,529,frame3680.jpg
4,book,297,376,421,428,frame3680.jpg
6,mouse,370,536,416,568,frame3680.jpg
13,laptop,260,387,478,536,frame3680.jpg
17,laptop,552,378,718,466,frame3680.jpg
19,laptop,586,424,808,698,frame3680.jpg
1,keyboard,638,566,722,676,frame3681.jpg
2,keyboard,262,460,393,530,frame3681.jpg
3,book,296,375,422,428,frame3681.jpg
5,laptop,296,374,422,429,frame3681.jpg
6,mouse,370,537,416,567,frame3681.jpg
12,laptop,260,386,478,536,frame3681.jpg
18,laptop,552,378,718,466,frame3681.jpg
19,laptop,586,424,808,698,frame3681.jpg
0,laptop,296,375,422,428,frame3682.jpg
1,book,296,373,422,427,frame3682.jpg
3,keyboard,638,566,722,675,frame3682.jpg
4,keyboard,263,460,393,529,frame3682.jpg
6,mouse,370,537,416,567,frame3682.jpg
7,laptop,722,371,756,425,frame3682.jpg
13,laptop,260,386,478,537,frame3682.jpg
19,laptop,552,378,718,466,frame3682.jpg
20,laptop,586,424,808,698,frame3682.jpg
1,laptop,297,376,422,427,frame3683.jpg
3,book,297,375,421,427,frame3683.jpg
4,keyboard,638,566,722,675,frame3683.jpg
5,keyboard,262,459,394,529,frame3683.jpg
9,mouse,370,537,416,568,frame3683.jpg
13,laptop,260,387,478,536,frame3683.jpg
19,laptop,552,378,718,466,frame3683.jpg
20,laptop,586,424,808,698,frame3683.jpg
2,laptop,297,376,421,427,frame3684.jpg
4,keyboard,262,460,393,530,frame3684.jpg
6,keyboard,638,566,722,675,frame3684.jpg
7,book,297,375,421,426,frame3684.jpg
8,mouse,370,536,416,568,frame3684.jpg
9,laptop,722,370,757,425,frame3684.jpg
15,laptop,260,387,478,537,frame3684.jpg
19,laptop,552,378,718,466,frame3684.jpg
20,laptop,586,425,808,698,frame3684.jpg
3,laptop,296,376,421,428,frame3685.jpg
4,keyboard,263,460,393,530,frame3685.jpg
5,keyboard,638,566,722,675,frame3685.jpg
7,book,296,374,421,428,frame3685.jpg
9,mouse,370,536,416,568,frame3685.jpg
15,laptop,261,387,478,536,frame3685.jpg
19,laptop,552,378,718,466,frame3685.jpg
20,laptop,586,425,808,698,frame3685.jpg
2,keyboard,638,566,722,675,frame3686.jpg
3,keyboard,262,460,394,529,frame3686.jpg
5,laptop,296,375,422,427,frame3686.jpg
6,book,296,374,422,426,frame3686.jpg
8,laptop,722,370,756,425,frame3686.jpg
9,mouse,370,536,416,568,frame3686.jpg
14,laptop,261,386,478,537,frame3686.jpg
19,laptop,551,378,719,466,frame3686.jpg
20,laptop,586,424,808,698,frame3686.jpg
0,cell phone,920,290,953,317,frame3687.jpg
3,keyboard,638,566,722,675,frame3687.jpg
4,keyboard,263,460,394,530,frame3687.jpg
5,book,296,374,423,426,frame3687.jpg
6,laptop,296,375,423,427,frame3687.jpg
9,laptop,722,370,756,425,frame3687.jpg
10,mouse,370,537,416,567,frame3687.jpg
14,laptop,261,386,478,537,frame3687.jpg
20,laptop,552,378,718,465,frame3687.jpg
21,laptop,586,424,808,698,frame3687.jpg
0,cell phone,922,291,954,318,frame3688.jpg
2,book,296,373,422,427,frame3688.jpg
3,keyboard,638,566,722,675,frame3688.jpg
5,laptop,296,374,423,428,frame3688.jpg
7,keyboard,263,460,393,529,frame3688.jpg
9,laptop,722,370,756,425,frame3688.jpg
10,mouse,370,536,416,568,frame3688.jpg
14,laptop,260,388,478,538,frame3688.jpg
20,laptop,552,378,718,466,frame3688.jpg
21,laptop,586,425,808,698,frame3688.jpg
0,laptop,296,374,422,427,frame3689.jpg
2,book,296,373,422,426,frame3689.jpg
3,keyboard,638,566,722,676,frame3689.jpg
5,keyboard,263,461,393,529,frame3689.jpg
7,laptop,722,370,756,426,frame3689.jpg
8,mouse,370,536,416,568,frame3689.jpg
12,laptop,258,388,477,539,frame3689.jpg
18,laptop,552,378,718,465,frame3689.jpg
19,laptop,586,424,808,698,frame3689.jpg
0,book,296,373,422,426,frame3690.jpg
1,laptop,296,374,421,426,frame3690.jpg
2,cell phone,920,287,958,320,frame3690.jpg
4,keyboard,638,566,722,676,frame3690.jpg
8,keyboard,263,460,393,529,frame3690.jpg
10,mouse,370,536,416,568,frame3690.jpg
13,laptop,258,387,478,538,frame3690.jpg
19,laptop,551,378,719,466,frame3690.jpg
20,laptop,586,425,808,698,frame3690.jpg
1,keyboard,638,566,722,675,frame3691.jpg
2,laptop,297,374,421,426,frame3691.jpg
4,book,297,373,422,426,frame3691.jpg
5,keyboard,262,460,394,530,frame3691.jpg
7,laptop,722,370,756,426,frame3691.jpg
8,mouse,370,536,416,568,frame3691.jpg
12,laptop,260,388,478,539,frame3691.jpg
18,laptop,550,378,718,466,frame3691.jpg
19,laptop,586,425,808,698,frame3691.jpg
0,laptop,296,374,422,426,frame3692.jpg
1,keyboard,262,459,393,529,frame3692.jpg
4,keyboard,638,566,722,676,frame3692.jpg
7,book,296,374,422,426,frame3692.jpg
8,mouse,370,536,416,568,frame3692.jpg
12,laptop,261,386,479,537,frame3692.jpg
18,laptop,551,378,719,466,frame3692.jpg
19,laptop,586,425,808,698,frame3692.jpg
1,laptop,293,376,416,426,frame3693.jpg
3,keyboard,264,460,394,528,frame3693.jpg
4,keyboard,638,566,722,675,frame3693.jpg
5,book,290,374,419,426,frame3693.jpg
8,laptop,722,370,756,425,frame3693.jpg
9,mouse,370,537,416,567,frame3693.jpg
13,laptop,256,388,477,540,frame3693.jpg
19,laptop,551,378,719,466,frame3693.jpg
20,laptop,586,424,808,698,frame3693.jpg
2,book,287,374,417,422,frame3694.jpg
4,laptop,288,374,416,422,frame3694.jpg
5,keyboard,638,566,722,676,frame3694.jpg
6,keyboard,262,460,394,530,frame3694.jpg
8,laptop,722,370,756,425,frame3694.jpg
9,mouse,370,536,416,568,frame3694.jpg
13,laptop,260,388,476,540,frame3694.jpg
19,laptop,551,378,719,466,frame3694.jpg
20,laptop,586,425,808,698,frame3694.jpg
0,book,275,369,393,408,frame3695.jpg
2,laptop,274,368,394,411,frame3695.jpg
3,keyboard,638,566,722,676,frame3695.jpg
5,keyboard,263,460,394,530,frame3695.jpg
6,laptop,722,370,756,425,frame3695.jpg
9,mouse,370,536,416,568,frame3695.jpg
13,laptop,260,388,478,540,frame3695.jpg
19,laptop,551,378,718,466,frame3695.jpg
20,laptop,586,425,808,698,frame3695.jpg
1,laptop,272,369,383,407,frame3696.jpg
3,keyboard,638,566,722,675,frame3696.jpg
4,keyboard,263,460,393,530,frame3696.jpg
7,laptop,722,370,756,425,frame3696.jpg
8,mouse,370,536,416,568,frame3696.jpg
13,laptop,258,388,478,540,frame3696.jpg
19,laptop,552,378,718,466,frame3696.jpg
20,laptop,586,424,808,698,frame3696.jpg
0,laptop,5,402,48,476,frame3697.jpg
2,mouse,289,408,372,433,frame3697.jpg
4,keyboard,638,566,722,676,frame3697.jpg
5,keyboard,262,460,394,529,frame3697.jpg
6,laptop,263,372,361,408,frame3697.jpg
10,mouse,370,537,416,567,frame3697.jpg
11,cell phone,614,227,654,290,frame3697.jpg
14,laptop,261,387,479,538,frame3697.jpg
19,laptop,552,378,718,466,frame3697.jpg
21,laptop,586,425,808,698,frame3697.jpg
1,cell phone,614,234,650,289,frame3698.jpg
3,keyboard,263,460,394,529,frame3698.jpg
4,keyboard,638,566,722,675,frame3698.jpg
5,mouse,370,537,416,567,frame3698.jpg
11,laptop,260,388,478,540,frame3698.jpg
16,laptop,552,378,718,466,frame3698.jpg
18,laptop,586,425,808,698,frame3698.jpg
0,laptop,5,402,48,476,frame3699.jpg
1,cell phone,614,232,650,288,frame3699.jpg
4,keyboard,638,566,722,676,frame3699.jpg
5,keyboard,264,459,394,529,frame3699.jpg
6,mouse,369,536,416,568,frame3699.jpg
12,laptop,261,387,478,537,frame3699.jpg
17,laptop,552,378,718,466,frame3699.jpg
19,laptop,586,424,808,698,frame3699.jpg
0,cell phone,261,368,345,392,frame3700.jpg
2,cell phone,614,231,652,290,frame3700.jpg
4,keyboard,638,566,722,676,frame3700.jpg
5,keyboard,263,460,394,528,frame3700.jpg
8,mouse,369,536,416,568,frame3700.jpg
12,laptop,260,388,477,539,frame3700.jpg
17,laptop,552,378,718,466,frame3700.jpg
18,laptop,586,425,808,698,frame3700.jpg
0,cell phone,614,235,652,290,frame3701.jpg
3,keyboard,263,459,394,529,frame3701.jpg
4,keyboard,638,566,722,675,frame3701.jpg
5,cell phone,264,369,344,394,frame3701.jpg
8,mouse,370,536,416,568,frame3701.jpg
12,laptop,261,387,478,538,frame3701.jpg
17,laptop,552,378,718,466,frame3701.jpg
19,laptop,585,424,808,698,frame3701.jpg
2,keyboard,638,566,722,676,frame3702.jpg
3,keyboard,264,460,395,529,frame3702.jpg
6,cell phone,264,370,344,396,frame3702.jpg
9,mouse,370,536,416,568,frame3702.jpg
13,laptop,261,388,477,540,frame3702.jpg
16,laptop,551,378,718,466,frame3702.jpg
19,laptop,586,424,808,698,frame3702.jpg
0,laptop,4,400,49,475,frame3703.jpg
1,cell phone,614,232,650,290,frame3703.jpg
5,keyboard,264,460,394,529,frame3703.jpg
6,keyboard,638,566,722,675,frame3703.jpg
8,laptop,722,370,756,425,frame3703.jpg
9,cell phone,266,371,342,396,frame3703.jpg
11,mouse,369,536,416,568,frame3703.jpg
15,laptop,261,388,477,540,frame3703.jpg
19,laptop,552,378,718,466,frame3703.jpg
21,laptop,586,425,808,698,frame3703.jpg
1,keyboard,263,460,395,529,frame3704.jpg
3,keyboard,638,566,722,675,frame3704.jpg
4,cell phone,614,231,651,290,frame3704.jpg
6,cell phone,270,370,342,396,frame3704.jpg
7,mouse,370,536,416,568,frame3704.jpg
12,laptop,261,388,477,540,frame3704.jpg
16,laptop,552,378,718,466,frame3704.jpg
18,laptop,586,425,808,698,frame3704.jpg
1,keyboard,638,566,722,675,frame3705.jpg
3,keyboard,263,460,394,530,frame3705.jpg
4,cell phone,269,370,343,396,frame3705.jpg
5,laptop,722,370,756,425,frame3705.jpg
6,cell phone,614,230,652,290,frame3705.jpg
8,mouse,370,536,416,568,frame3705.jpg
12,laptop,260,387,478,540,frame3705.jpg
16,laptop,551,378,718,466,frame3705.jpg
18,laptop,586,425,808,698,frame3705.jpg
2,keyboard,263,460,394,529,frame3706.jpg
3,keyboard,638,566,722,676,frame3706.jpg
6,laptop,722,370,756,425,frame3706.jpg
7,cell phone,267,372,342,398,frame3706.jpg
8,cell phone,614,230,652,290,frame3706.jpg
9,mouse,370,536,416,568,frame3706.jpg
15,laptop,261,387,478,538,frame3706.jpg
19,laptop,552,378,718,466,frame3706.jpg
21,laptop,586,426,808,698,frame3706.jpg
1,keyboard,638,566,722,676,frame3707.jpg
2,keyboard,264,460,394,529,frame3707.jpg
4,laptop,722,370,756,424,frame3707.jpg
5,cell phone,266,372,347,399,frame3707.jpg
6,cell phone,614,230,652,290,frame3707.jpg
7,mouse,370,536,416,568,frame3707.jpg
12,laptop,261,388,477,540,frame3707.jpg
17,laptop,552,378,718,466,frame3707.jpg
19,laptop,586,425,808,698,frame3707.jpg
0,laptop,5,402,48,476,frame3708.jpg
3,keyboard,638,566,722,676,frame3708.jpg
4,keyboard,263,460,393,529,frame3708.jpg
5,laptop,266,374,353,407,frame3708.jpg
6,laptop,722,370,756,425,frame3708.jpg
7,cell phone,614,229,652,290,frame3708.jpg
8,mouse,370,536,417,568,frame3708.jpg
13,laptop,261,386,478,538,frame3708.jpg
18,laptop,552,378,718,466,frame3708.jpg
20,laptop,586,425,809,698,frame3708.jpg
0,laptop,5,403,48,477,frame3709.jpg
3,keyboard,638,566,722,676,frame3709.jpg
4,laptop,266,376,353,409,frame3709.jpg
5,keyboard,263,460,394,530,frame3709.jpg
7,cell phone,614,229,652,290,frame3709.jpg
8,mouse,370,536,416,568,frame3709.jpg
13,laptop,260,388,477,540,frame3709.jpg
18,laptop,586,423,808,698,frame3709.jpg
19,laptop,552,378,718,466,frame3709.jpg
0,laptop,5,402,48,476,frame3710.jpg
1,keyboard,262,459,394,528,frame3710.jpg
3,keyboard,638,566,722,676,frame3710.jpg
4,laptop,266,376,357,410,frame3710.jpg
6,cell phone,614,230,652,290,frame3710.jpg
7,mouse,370,537,416,568,frame3710.jpg
12,laptop,261,387,478,536,frame3710.jpg
17,laptop,551,378,718,465,frame3710.jpg
18,laptop,586,425,808,698,frame3710.jpg
2,keyboard,638,566,722,676,frame3711.jpg
3,laptop,722,370,754,426,frame3711.jpg
4,laptop,266,376,353,412,frame3711.jpg
5,keyboard,263,460,394,529,frame3711.jpg
7,mouse,370,536,416,568,frame3711.jpg
8,cell phone,614,230,652,290,frame3711.jpg
13,laptop,259,387,477,540,frame3711.jpg
18,laptop,551,378,718,466,frame3711.jpg
20,laptop,586,424,808,698,frame3711.jpg
4,keyboard,638,566,722,674,frame3712.jpg
5,keyboard,263,460,394,529,frame3712.jpg
7,laptop,266,375,351,413,frame3712.jpg
8,mouse,370,537,416,568,frame3712.jpg
9,cell phone,614,228,652,290,frame3712.jpg
14,laptop,259,388,477,540,frame3712.jpg
19,laptop,551,378,718,466,frame3712.jpg
21,laptop,586,424,808,698,frame3712.jpg
1,keyboard,638,566,722,676,frame3713.jpg
4,keyboard,262,460,395,529,frame3713.jpg
5,laptop,265,374,353,409,frame3713.jpg
6,cell phone,614,229,652,290,frame3713.jpg
7,mouse,370,537,416,568,frame3713.jpg
12,laptop,259,387,477,541,frame3713.jpg
17,laptop,552,378,718,466,frame3713.jpg
19,laptop,586,424,809,698,frame3713.jpg
1,keyboard,638,566,722,676,frame3714.jpg
4,keyboard,263,460,395,529,frame3714.jpg
5,laptop,266,375,352,409,frame3714.jpg
6,cell phone,614,230,654,290,frame3714.jpg
8,mouse,370,536,416,568,frame3714.jpg
12,laptop,256,387,478,540,frame3714.jpg
17,laptop,551,378,718,466,frame3714.jpg
19,laptop,586,425,808,698,frame3714.jpg
0,cup,747,370,781,411,frame3715.jpg
2,cup,723,370,754,422,frame3715.jpg
3,keyboard,638,566,722,676,frame3715.jpg
4,keyboard,262,460,394,530,frame3715.jpg
7,laptop,266,375,351,405,frame3715.jpg
8,mouse,370,536,416,568,frame3715.jpg
9,cell phone,614,227,658,290,frame3715.jpg
14,laptop,260,388,478,540,frame3715.jpg
19,laptop,551,378,718,466,frame3715.jpg
21,laptop,586,424,808,698,frame3715.jpg
2,keyboard,638,566,722,676,frame3716.jpg
3,keyboard,263,460,394,530,frame3716.jpg
4,laptop,266,375,355,405,frame3716.jpg
7,mouse,370,536,416,568,frame3716.jpg
11,laptop,260,387,478,540,frame3716.jpg
17,laptop,552,378,718,465,frame3716.jpg
18,laptop,586,425,808,698,frame3716.jpg
1,keyboard,637,568,720,674,frame3717.jpg
2,keyboard,262,460,394,529,frame3717.jpg
4,laptop,266,374,355,403,frame3717.jpg
6,mouse,370,536,417,568,frame3717.jpg
10,laptop,258,387,478,540,frame3717.jpg
16,laptop,586,424,810,700,frame3717.jpg
17,laptop,551,378,718,466,frame3717.jpg
2,keyboard,638,566,722,676,frame3718.jpg
4,keyboard,262,460,395,529,frame3718.jpg
5,laptop,266,374,353,404,frame3718.jpg
7,cup,722,370,756,424,frame3718.jpg
8,mouse,370,536,417,568,frame3718.jpg
13,laptop,258,387,478,541,frame3718.jpg
17,laptop,586,425,811,699,frame3718.jpg
18,laptop,551,378,718,466,frame3718.jpg
0,mouse,290,407,354,433,frame3719.jpg
4,keyboard,638,566,722,675,frame3719.jpg
6,book,724,371,823,458,frame3719.jpg
7,keyboard,263,460,395,529,frame3719.jpg
8,laptop,266,374,354,404,frame3719.jpg
9,mouse,370,536,416,568,frame3719.jpg
14,laptop,261,388,478,540,frame3719.jpg
